Time,X,Y,Z
0.1,2.17054385092649,4.493398824525035,2.8010801009141364
0.2,2.7781326842085954,-4.9966123083941145,84.53920404439688
0.3,-2.223340445254635,-1.5118417745507922,115.21856226026641
0.1,2.0421769587588723,4.244902805403866,2.478541829784609
0.2,3.1696277344632464,-3.989350758015178,102.13047844818131
0.3,-2.2320177094462843,-2.5013741636129994,108.17393157235865
0.1,2.020545803467182,4.186001889942321,2.4735162301426006
0.2,3.230619743448234,-3.707336617645536,105.33975635320049
0.3,-2.2153466734618954,-2.7021748587526107,105.63915020958262
0.1,2.1675795662550885,4.510661437162754,2.747191264432631
0.2,2.7829870022398056,-5.047128408801725,84.45328457263395
0.3,-2.233307570406492,-1.4629088334276412,116.17600694355278
0.1,2.170425998972055,4.47757459997108,2.935104288762184
0.2,2.7544475242402684,-4.917262503099519,84.28621384322662
0.3,-2.200340886198316,-1.566289856376462,113.56036813424143
0.1,2.108048030018571,4.374539304292286,2.515558039240752
0.2,3.0054326066376804,-4.601697414862574,93.69108896728272
0.3,-2.2565688837171387,-1.9919527295265507,113.45547382673819
0.1,2.0179442266364,4.202172405240486,2.5305457440811643
0.2,3.2035695322486166,-3.7458953440035825,104.3210844803122
0.3,-2.2075844735864827,-2.659139038091074,105.65724929446364
0.1,1.9999570440256549,4.157028070730895,2.430491037478083
0.2,3.2824734079663327,-3.5222916215019504,107.90191538770051
0.3,-2.212418575316574,-2.8258197400785003,104.51295372984094
0.1,2.095641520708892,4.341532531963612,2.7370958747858034
0.2,2.9741936571305225,-4.414934567397066,93.66283666927863
0.3,-2.209656955910537,-2.107703608436798,110.06862866734076
0.1,2.071448819675895,4.305735785233507,2.5183792262656475
0.2,3.0876921557520984,-4.279762049451263,98.04083151745047
0.3,-2.2407540689660834,-2.2685764434781577,110.48894553422932
0.1,2.0977272677002925,4.335846402358498,2.7466288730137376
0.2,2.973508258043204,-4.403300851195522,93.66373587448446
0.3,-2.2072820155961757,-2.1185635510093133,109.82909377663343
0.1,2.0512345559765146,4.2625093616813,2.6343291840115706
0.2,3.1001394363021793,-4.053289779765959,99.49762913901567
0.3,-2.207280266645452,-2.420910948392788,107.53262074587147
0.1,2.062381089105804,4.274178401349464,2.508773589980138
0.2,3.1211244508887623,-4.152540624981378,99.71056466120675
0.3,-2.2353261434840426,-2.3756344703445786,109.31590121581519
0.1,2.1157167418867022,4.378642942058797,2.8603427361388376
0.2,2.8951233535014476,-4.545901141076554,90.53047547277902
0.3,-2.196424675225488,-1.960641837780773,110.48632594433835
0.1,2.0369623948822255,4.232912210970908,2.534867492944453
0.2,3.1643543428701246,-3.921961028114716,102.2307556747688
0.3,-2.217419458329525,-2.538496152086308,107.1143972590164
0.1,2.1632709829863526,4.488549644333782,2.7552082417701755
0.2,2.8009326439391757,-4.981560327280016,85.32017183929489
0.3,-2.230215888231016,-1.5393621985077734,115.41929787358445
0.1,2.2577184687431924,4.678452206172491,3.025332541216177
0.2,2.5058052193783276,-5.493521017654275,74.11545886141796
0.3,-2.1943886904901118,-0.7834611118706105,118.65754341118726
0.1,1.9785517100532761,4.107134240533256,2.3932271499925672
0.2,3.3461103538650345,-3.2436512782007383,111.07866721892931
0.3,-2.201238070072104,-3.0001568768457356,102.48132153796526
0.1,2.157499203398206,4.464638789699581,2.8085016914623067
0.2,2.8091379990029886,-4.892753225993238,86.04453434947692
0.3,-2.2189552008473807,-1.625444395681794,114.15896794089734
0.1,2.125658478983374,4.413401802713143,2.5975873533254172
0.2,2.9358636282743844,-4.738235096677321,90.76948912964272
0.3,-2.247921874215092,-1.8392491467082255,114.1617497465936
0.1,2.219194226918118,4.580836944724661,3.0735999877601246
0.2,2.600865341477213,-5.2097019606525725,78.33058361505404
0.3,-2.1872498128107813,-1.1696084421260176,115.66618747270977
0.1,2.2773552055695077,4.70647258021605,3.4034116715506837
0.2,2.3851056218873663,-5.446361730304642,71.47981853047618
0.3,-2.1422711700599235,-0.7125858052267459,116.35662667339385
0.1,2.031588985606812,4.221660304922431,2.3024289788842327
0.2,3.254954586086859,-3.8937660398947695,105.51027903576278
0.3,-2.2611659942439006,-2.607182649719649,108.82975877320267
0.1,2.022444302137184,4.21751089362877,2.636185205274166
0.2,3.1559515470825508,-3.8018130264735035,102.47935306956728
0.3,-2.1918301268464804,-2.5979384919810213,105.36604314789491
0.1,2.0509215673732677,4.258169374013831,2.7171345304102648
0.2,3.0784465031403165,-4.0242288401568205,98.89044162085435
0.3,-2.1910136297850653,-2.4260693696185336,106.64227089699882
0.1,2.154196232886539,4.437999658602603,3.013054771773686
0.2,2.7777378736961458,-4.759296243864071,85.83619373468349
0.3,-2.182865510737315,-1.7165471637938374,111.53121503159188
0.1,2.1522215834227083,4.464135864789249,2.636595081892309
0.2,2.86247995080564,-4.930957678240456,87.41529230763825
0.3,-2.248034129547477,-1.6306878338208255,115.69973374905463
0.1,2.139410229829807,4.444424843103154,2.5301243710284322
0.2,2.920542625352735,-4.878854780357668,89.4918058103956
0.3,-2.264611185241354,-1.7145258775298662,115.99183005165457
0.1,2.0866322886506397,4.323640394099304,2.516773169016874
0.2,3.0614348489374774,-4.38558750057813,96.60519917996992
0.3,-2.2461562253217906,-2.1850432785673037,111.3874271723945
0.1,2.0721893678945875,4.315649910116454,2.4378152736896515
0.2,3.105928670187655,-4.329336216536465,98.43053240402888
0.3,-2.258337178175667,-2.2439548552483837,111.6368808688892
0.1,2.220950845339281,4.608597538825652,2.7217381973435026
0.2,2.6673371996912216,-5.394862240098975,78.9656858710943
0.3,-2.241992494578411,-1.0394850327392071,119.52323291742438
0.1,2.1271363549144917,4.414102296769893,2.589737522412451
0.2,2.936297824367038,-4.74665452546032,90.7262123423434
0.3,-2.249558844379438,-1.8337871758108815,114.28227803701196
0.1,2.043465323774383,4.231408911369059,2.29233808780037
0.2,3.2408616547047076,-3.9764396794840673,104.606024789024
0.3,-2.267458344317297,-2.5550173786917667,109.54247688483414
0.1,2.2061473538930874,4.555064005349016,3.0052878087440797
0.2,2.647967986637317,-5.150671770739888,79.95207391717096
0.3,-2.1961415908559956,-1.267512654291177,115.46444341563809
0.1,2.072625186302221,4.298716532416179,2.5639075954831725
0.2,3.0772169801512232,-4.253224135477021,97.789852201114
0.3,-2.230918336357606,-2.28254820517757,109.8332237884783
0.1,2.0109692607367164,4.183896089025297,2.293252186499672
0.2,3.302549409773574,-3.6752001376125216,108.10147778853015
0.3,-2.250370594533151,-2.7550136284887747,107.0611385998018
0.1,2.123272367144746,4.396207642185828,2.5875306721911184
0.2,2.9534990947526567,-4.6881851719922665,91.55079172607516
0.3,-2.2474762936904664,-1.8946818159098913,113.68065777487972
0.1,2.084975002319478,4.344987162805857,2.472205528204345
0.2,3.062014734719433,-4.453081399021411,96.36701774307802
0.3,-2.258024197818406,-2.1301860750030803,112.52200937620614
0.1,1.9897972386866851,4.130026340032252,2.4731147220120144
0.2,3.2945551183882156,-3.378141335806688,108.78307111999054
0.3,-2.194034884307836,-2.906493836363472,102.8976719817942
0.1,2.1480964821727144,4.442763719084188,2.777810598862482
0.2,2.842043135048985,-4.823665211451262,87.399272805047
0.3,-2.2213236724868084,-1.7084604852566634,113.66810501153175
0.1,2.198920628330407,4.547872432892928,3.103782036945082
0.2,2.636051423887934,-5.087508622632666,80.05435485914049
0.3,-2.1807569911817524,-1.3122350722423026,114.37323212298928
0.1,2.0457676684370782,4.247373869413397,2.36306042439407
0.2,3.203171668312747,-4.028836965750978,103.09791025742044
0.3,-2.2564620356944314,-2.498587489025164,109.45821293744092
0.1,2.1115482450725596,4.39078832792947,2.6491070952277282
0.2,2.950148145941948,-4.62165529234326,91.88406014415969
0.3,-2.234473169988193,-1.936345496028207,112.73624114044749
0.1,2.198207672819296,4.564405520797411,3.0010956971214764
0.2,2.649588072195365,-5.154782270588925,80.0641340078883
0.3,-2.196824057884512,-1.2555494346375797,115.67109957914752
0.1,2.0854598343380317,4.322883678872282,2.8552093551617337
0.2,2.9631358315844243,-4.303206236325641,93.87654250975282
0.3,-2.1845444459940517,-2.175518106316,108.24843867387042
0.1,2.132613718892504,4.437735176684131,2.5751397477959563
0.2,2.9183560521077547,-4.828614346782743,89.749308632423
0.3,-2.255214084465558,-1.7512986420403673,115.24017994625211
0.1,2.1501686934124784,4.4469652381697395,2.879626522871401
0.2,2.8096221833266366,-4.809358333021564,86.53452773383779
0.3,-2.204945824747451,-1.6952276119017602,112.90166402946345
0.1,2.1217774885777563,4.39963489476486,2.6875609193585426
0.2,2.9230330795646755,-4.665221679747716,90.76580263563203
0.3,-2.2297501087542924,-1.8885785190074766,112.80818106555063
0.1,1.9060154197999195,3.971409599704246,2.1111052757499964
0.2,3.592395824488505,-2.2655845626819997,122.54381270805261
0.3,-2.198630467146621,-3.5389054838102467,97.78385502255853
0.1,2.009614196687932,4.185855822142024,2.443648424850978
0.2,3.2504613392822903,-3.664448313511143,106.28381143933
0.3,-2.2192463809939085,-2.7303938276459356,105.6745984998343
0.1,2.0767183968198655,4.301207405629912,2.5666904462819353
0.2,3.0708204125173175,-4.274255573851009,97.45674101016054
0.3,-2.2314105149314982,-2.266593772706552,109.9659788455065
0.1,1.9575861791935056,4.066457426391351,2.306704975461735
0.2,3.4200963519833287,-2.9817694750014754,114.55192639306202
0.3,-2.2019812752921784,-3.1595597509526843,101.1835385309855
